//Section   Type   Level   Dur   Skill   Luck   Option   Excellent
4           7      0       255   0       0      0        0	0	0	0	255	255	255	255	255
4           7      1       255   0       0      0        0	0	0	0	255	255	255	255	255
4           7      2       255   0       0      0        0	0	0	0	255	255	255	255	255
4           7      3       255   0       0      0        0	0	0	0	255	255	255	255	255
4           15     0       255   0       0      0        0	0	0	0	255	255	255	255	255
4           15     1       255   0       0      0        0	0	0	0	255	255	255	255	255
4           15     2       255   0       0      0        0	0	0	0	255	255	255	255	255
4           15     3       255   0       0      0        0	0	0	0	255	255	255	255	255
13          7      0       1     0       0      0        0	0	0	0	255	255	255	255	255
13          7      1       1     0       0      0        0	0	0	0	255	255	255	255	255
14          10     0       1     0       0      0        0	0	0	0	255	255	255	255	255
13          29     0       1     0       0      0        0	0	0	0	255	255	255	255	255
end
