//Section   Type   Level   Dur   Skill   Luck   Option   ExOp
7           5      0       0     0       1      1        0	0	0	0	255	255	255	255	255
8           5      0       0     0       1      1        0	0	0	0	255	255	255	255	255
9           5      0       0     0       1      1        0	0	0	0	255	255	255	255	255
10          5      0       0     0       1      1        0	0	0	0	255	255	255	255	255
11          5      0       0     0       1      1        0	0	0	0	255	255	255	255	255
7           0      2       0     0       1      1        0	0	0	0	255	255	255	255	255
8           0      2       0     0       1      1        0	0	0	0	255	255	255	255	255
9           0      2       0     0       1      1        0	0	0	0	255	255	255	255	255
10          0      2       0     0       1      1        0	0	0	0	255	255	255	255	255
11          0      2       0     0       1      1        0	0	0	0	255	255	255	255	255
7           6      3       0     0       1      1        0	0	0	0	255	255	255	255	255
8           6      3       0     0       1      1        0	0	0	0	255	255	255	255	255
9           6      3       0     0       1      1        0	0	0	0	255	255	255	255	255
10          6      3       0     0       1      1        0	0	0	0	255	255	255	255	255
11          6      3       0     0       1      1        0	0	0	0	255	255	255	255	255
end

