//Section   Type   Level   Dur   Skill   Luck   Option   Excellent
7           1      3       0     0       1      1        0	0	0	0	255	255	255	255	255
8           1      3       0     0       1      1        0	0	0	0	255	255	255	255	255
9           1      3       0     0       1      1        0	0	0	0	255	255	255	255	255
10          1      3       0     0       1      1        0	0	0	0	255	255	255	255	255
11          1      3       0     0       1      1        0	0	0	0	255	255	255	255	255
0           9      3       0     1       1      1        0	0	0	0	255	255	255	255	255
0           11     3       0     1       1      1        0	0	0	0	255	255	255	255	255
0           15     3       0     1       1      1        0	0	0	0	255	255	255	255	255
0           13     3       0     1       1      1        0	0	0	0	255	255	255	255	255
0           12     3       0     1       1      1        0	0	0	0	255	255	255	255	255
0           14     3       0     1       1      1        0	0	0	0	255	255	255	255	255
4           12     3       0     1       1      1        0	0	0	0	255	255	255	255	255
3           8      3       0     1       1      1        0	0	0	0	255	255	255	255	255
3           9      3       0     1       1      1        0	0	0	0	255	255	255	255	255
4           5      3       0     1       1      1        0	0	0	0	255	255	255	255	255
4           13     3       0     1       1      1        0	0	0	0	255	255	255	255	255
end

