//Section   Type   Level   Dur   Skill   Luck   Option   Excellent
14          0      0       1     0       0      0        0	0	0	0	255	255	255	255	255
14          1      0       1     0       0      0        0	0	0	0	255	255	255	255	255
14          2      0       1     0       0      0        0	0	0	0	255	255	255	255	255
14          3      0       1     0       0      0        0	0	0	0	255	255	255	255	255
14          4      0       1     0       0      0        0	0	0	0	255	255	255	255	255
14          5      0       1     0       0      0        0	0	0	0	255	255	255	255	255
14          6      0       1     0       0      0        0	0	0	0	255	255	255	255	255
14          8      0       1     0       0      0        0	0	0	0	255	255	255	255	255
14          0      0       3     0       0      0        0	0	0	0	255	255	255	255	255
14          1      0       3     0       0      0        0	0	0	0	255	255	255	255	255
14          2      0       3     0       0      0        0	0	0	0	255	255	255	255	255
14          3      0       3     0       0      0        0	0	0	0	255	255	255	255	255
14          4      0       3     0       0      0        0	0	0	0	255	255	255	255	255
14          5      0       3     0       0      0        0	0	0	0	255	255	255	255	255
14          6      0       3     0       0      0        0	0	0	0	255	255	255	255	255
14          8      0       3     0       0      0        0	0	0	0	255	255	255	255	255
14          0      1       1     0       0      0        0	0	0	0	255	255	255	255	255
14          1      1       1     0       0      0        0	0	0	0	255	255	255	255	255
14          2      1       1     0       0      0        0	0	0	0	255	255	255	255	255
14          3      1       1     0       0      0        0	0	0	0	255	255	255	255	255
14          0      1       3     0       0      0        0	0	0	0	255	255	255	255	255
14          1      1       3     0       0      0        0	0	0	0	255	255	255	255	255
14          2      1       3     0       0      0        0	0	0	0	255	255	255	255	255
14          3      1       3     0       0      0        0	0	0	0	255	255	255	255	255
12          8      0       1     0       0      0        0	0	0	0	255	255	255	255	255
12          9      0       1     0       0      0        0	0	0	0	255	255	255	255	255
12          10     0       1     0       0      0        0	0	0	0	255	255	255	255	255
12          11     0       1     0       0      0        0	0	0	0	255	255	255	255	255
12          11     1       1     0       0      0        0	0	0	0	255	255	255	255	255
12          11     2       1     0       0      0        0	0	0	0	255	255	255	255	255
12          11     3       1     0       0      0        0	0	0	0	255	255	255	255	255
12          11     4       1     0       0      0        0	0	0	0	255	255	255	255	255
7           10     0       0     0       1      1        0	0	0	0	255	255	255	255	255
8           10     0       0     0       1      1        0	0	0	0	255	255	255	255	255
9           10     0       0     0       1      1        0	0	0	0	255	255	255	255	255
10          10     0       0     0       1      1        0	0	0	0	255	255	255	255	255
11          10     0       0     0       1      1        0	0	0	0	255	255	255	255	255
7           11     2       0     0       1      1        0	0	0	0	255	255	255	255	255
8           11     2       0     0       1      1        0	0	0	0	255	255	255	255	255
9           11     2       0     0       1      1        0	0	0	0	255	255	255	255	255
10          11     2       0     0       1      1        0	0	0	0	255	255	255	255	255
11          11     2       0     0       1      1        0	0	0	0	255	255	255	255	255
7           12     3       0     0       1      1        0	0	0	0	255	255	255	255	255
8           12     3       0     0       1      1        0	0	0	0	255	255	255	255	255
9           12     3       0     0       1      1        0	0	0	0	255	255	255	255	255
10          12     3       0     0       1      1        0	0	0	0	255	255	255	255	255
11          12     3       0     0       1      1        0	0	0	0	255	255	255	255	255
13          29     0       1     0       0      0        0	0	0	0	255	255	255	255	255
14          10     0       1     0       0      0        0	0	0	0	255	255	255	255	255
4           7      0       255   0       0      0        0	0	0	0	255	255	255	255	255
4           7      1       255   0       0      0        0	0	0	0	255	255	255	255	255
4           7      2       255   0       0      0        0	0	0	0	255	255	255	255	255
4           7      3       255   0       0      0        0	0	0	0	255	255	255	255	255
4           15     0       255   0       0      0        0	0	0	0	255	255	255	255	255
4           15     1       255   0       0      0        0	0	0	0	255	255	255	255	255
4           15     2       255   0       0      0        0	0	0	0	255	255	255	255	255
4           15     3       255   0       0      0        0	0	0	0	255	255	255	255	255
end

