//Section   Type   Level   Dur   Skill   Luck   Option   Excellent
7           13     3       0     0       1      1        0	0	0	0	255	255	255	255	255
8           13     3       0     0       1      1        0	0	0	0	255	255	255	255	255
9           13     3       0     0       1      1        0	0	0	0	255	255	255	255	255
10          13     3       0     0       1      1        0	0	0	0	255	255	255	255	255
11          13     3       0     0       1      1        0	0	0	0	255	255	255	255	255
7           14     3       0     0       1      1        0	0	0	0	255	255	255	255	255
8           14     3       0     0       1      1        0	0	0	0	255	255	255	255	255
9           14     3       0     0       1      1        0	0	0	0	255	255	255	255	255
10          14     3       0     0       1      1        0	0	0	0	255	255	255	255	255
11          14     3       0     0       1      1        0	0	0	0	255	255	255	255	255
4           8      1       0     1       1      1        0	0	0	0	255	255	255	255	255
4           9      3       0     1       1      1        0	0	0	0	255	255	255	255	255
4           0      0       0     1       1      1        0	0	0	0	255	255	255	255	255
4           1      0       0     1       1      1        0	0	0	0	255	255	255	255	255
4           2      2       0     1       1      1        0	0	0	0	255	255	255	255	255
4           3      3       0     1       1      1        0	0	0	0	255	255	255	255	255
4           11     3       0     1       1      1        0	0	0	0	255	255	255	255	255
4           4      3       0     1       1      1        0	0	0	0	255	255	255	255	255
4           10     3       0     1       1      1        0	0	0	0	255	255	255	255	255
6           3      3       0     1       1      1        0	0	0	0	255	255	255	255	255
end

