//Section   Type   Level   Dur   Skill   Luck   Option   Excellent
7           39     2       0     0       1      1        0	0	0	0	255	255	255	255	255
8           39     2       0     0       1      1        0	0	0	0	255	255	255	255	255
9           39     2       0     0       1      1        0	0	0	0	255	255	255	255	255
10          39     2       0     0       1      1        0	0	0	0	255	255	255	255	255
11          39     2       0     0       1      1        0	0	0	0	255	255	255	255	255
7           40     3       0     0       1      1        0	0	0	0	255	255	255	255	255
8           40     3       0     0       1      1        0	0	0	0	255	255	255	255	255
9           40     3       0     0       1      1        0	0	0	0	255	255	255	255	255
10          40     3       0     0       1      1        0	0	0	0	255	255	255	255	255
11          40     3       0     0       1      1        0	0	0	0	255	255	255	255	255
1           0      1       0     0       1      1        0	0	0	0	255	255	255	255	255
0           1      0       0     0       1      1        0	0	0	0	255	255	255	255	255
1           1      1       0     0       1      1        0	0	0	0	255	255	255	255	255
0           2      2       0     1       1      1        0	0	0	0	255	255	255	255	255
1           4      1       0     0       1      1        0	0	0	0	255	255	255	255	255
0           0      1       0     0       1      1        0	0	0	0	255	255	255	255	255
5           0      1       0     0       1      1        0	0	0	0	255	255	255	255	255
5           14     1       0     0       1      1        0	0	0	0	255	255	255	255	255
5           15     2       0     0       1      1        0	0	0	0	255	255	255	255	255
5           16     3       0     0       1      1        0	0	0	0	255	255	255	255	255
end
