//Number	Type   Index   Quantity		Level   Option1   Option2   Option3   NewOption   RequireIndex   RequireGroup   RequireState   DW	DK	FE	MG	DL	SU	
0		1	0	50		0	0		0	0	0		 9		1		1	1	1	1	0	0	1	
0		1	0	50		0	0		0	0	0		 15		1		1	1	1	1	0	0	1	
1		2	0	500		0	0		0	0	0		 15		1		1	1	1	1	0	0	1	
0		1	0	100		0	0		0	0	0		 20		1		1	1	1	1	0	0	1	
1		2	0	1000		0	0		0	0	0		 20		1		1	1	1	1	0	0	1	
0		1	0	250		0	0		0	0	0		 23		1		1	0	0	1	0	0	0	
1		2	0	1000		0	0		0	0	0		 23		1		1	0	0	1	0	0	0	
0		1	0	250		0	0		0	0	0		 24		1		1	1	1	0	0	0	0	
1		2	0	1000		0	0		0	0	0		 24		1		1	1	1	0	0	0	0	
0		1	0	250		0	0		0	0	0		 25		1		1	0	0	0	0	0	1	
1		2	0	1000		0	0		0	0	0		 25		1		1	0	0	0	0	0	1	
0		1	0	200		0	0		0	0	0		 29		1		1	1	1	1	0	0	1	
1		2	0	3000		0	0		0	0	0		 29		1		1	1	1	1	0	0	1	
0		1	0	5000		0	0		0	0	0		 33		1		1	0	0	1	0	0	0	
1		2	0	3000		0	0		0	0	0		 33		1		1	0	0	1	0	0	0	
0		1	0	5000		0	0		0	0	0		 34		1		1	1	1	0	0	0	0	
1		2	0	3000		0	0		0	0	0		 34		1		1	1	1	0	0	0	0	
0		1	0	5000		0	0		0	0	0		 35		1		1	0	0	0	0	0	1	
1		2	0	3000		0	0		0	0	0		 35		1		1	0	0	0	0	0	1	

//Number	Type   Index   Quantity		Level   Option1   Option2   Option3   NewOption   RequireIndex   RequireGroup   RequireState	DW	DK	FE	MG	DL	SU	
0		1	0	2000		0	0		0	0	0		1		18		1	1	1	1	1	1	1	 
0		2	0	2000		0	0		0	0	0		1		18		1	1	1	1	1	1	1	 
0		1	0	6000		0	0		0	0	0		4		18		1	1	1	0	0	0	0	 
0		1	0	6000		0	0		0	0	0		5		18		1	0	0	0	1	1	0	 
0		1	0	6000		0	0		0	0	0		6		18		1	0	0	1	0	0	0	 
0		1	0	6000		0	0		0	0	0		7		18		1	0	0	0	0	0	1	
0		1	0	10000		0	0		0	0	0		10		18		1	1	1	0	0	0	0	 
0		1	0	10000		0	0		0	0	0		11		18		1	0	0	0	1	1	0	 
0		1	0	10000		0	0		0	0	0		12		18		1	0	0	1	0	0	0	 
0		1	0	10000		0	0		0	0	0		13		18		1	0	0	0	0	0	1	
0		1	0	14000		0	0		0	0	0		16		18		1	0	0	0	1	1	0	 
0		1	0	14000		0	0		0	0	0		17		18		1	1	1	1	0	0	1	
0		1	0	21000		0	0		0	0	0		20		18		1	0	0	0	1	1	0	 
0		1	0	21000		0	0		0	0	0		21		18		1	1	1	1	0	0	1	
0		1	0	28000		0	0		0	0	0		24		18		1	0	0	0	1	1	0	 
0		1	0	28000		0	0		0	0	0		25		18		1	1	1	1	0	0	1	
0		1	0	36000		0	0		0	0	0		28		18		1	0	0	0	1	1	0	 
0		1	0	36000		0	0		0	0	0		29		18		1	1	1	1	0	0	1	
0		1	0	38000		0	0		0	0	0		32		18		1	0	0	0	1	1	0	 
0		1	0	38000		0	0		0	0	0		33		18		1	1	1	1	0	0	1	
0		1	0	43000		0	0		0	0	0		36		18		1	0	0	0	1	1	0	 
0		1	0	43000		0	0		0	0	0		37		18		1	1	1	1	0	0	1	
0		1	0	50000		0	0		0	0	0		40		18		1	0	0	0	1	1	0	 
0		1	0	50000		0	0		0	0	0		41		18		1	1	1	1	0	0	1	
0		1	0	54000		0	0		0	0	0		44		18		1	0	0	0	1	1	0	 
0		1	0	54000		0	0		0	0	0		45		18		1	1	1	1	0	0	1	
0		1	0	60000		0	0		0	0	0		48		18		1	0	0	0	1	1	0	 
0		1	0	60000		0	0		0	0	0		49		18		1	1	1	1	0	0	1	
0		1	0	66000		0	0		0	0	0		52		18		1	0	0	0	1	1	0	 
0		1	0	66000		0	0		0	0	0		53		18		1	1	1	1	0	0	1	
0		1	0	72000		0	0		0	0	0		56		18		1	0	0	0	1	1	0	 
0		1	0	72000		0	0		0	0	0		57		18		1	1	1	1	0	0	1	
0		1	0	80000		0	0		0	0	0		60		18		1	0	0	0	1	1	0	 
0		1	0	80000		0	0		0	0	0		61		18		1	1	1	1	0	0	1	
0		1	0	82000		0	0		0	0	0		64		18		1	0	0	0	1	1	0	 
0		1	0	82000		0	0		0	0	0		65		18		1	1	1	1	0	0	1	
0		1	0	84000		0	0		0	0	0		68		18		1	0	0	0	1	1	0	 
0		1	0	84000		0	0		0	0	0		69		18		1	1	1	1	0	0	1	
0		1	0	95000		0	0		0	0	0		72		18		1	0	0	0	1	1	0	 
0		1	0	95000		0	0		0	0	0		73		18		1	1	1	1	0	0	1	
0		1	0	100000		0	0		0	0	0		76		18		1	0	0	0	1	1	0	 
0		1	0	100000		0	0		0	0	0		77		18		1	1	1	1	0	0	1	
0		1	0	120000		0	0		0	0	0		80		18		1	0	0	0	1	1	0	 
0		1	0	120000		0	0		0	0	0		81		18		1	1	1	1	0	0	1	
0		1	0	130000		0	0		0	0	0		84		18		1	0	0	0	1	1	0	 
0		1	0	130000		0	0		0	0	0		85		18		1	1	1	1	0	0	1	
0		1	0	140000		0	0		0	0	0		88		18		1	0	0	0	1	1	0	 
0		1	0	140000		0	0		0	0	0		89		18		1	1	1	1	0	0	1	

//-> Type 1 = Exp
//-> Type 2 = Zen
//-> Type 16 = Contribucion
//-> Type 4 = Item

//Number	Type   Index   Quantity   Level     Option1   Option2   Option3   NewOption   RequireIndex   RequireGroup   RequireState	DW	DK	FE	MG	DL	SU	

//Gens Duprian reward
0		16	0	150	0		0	0	0		0	1		16		1		1	1	1	1	1	1	 
1		1	0	100000	0		0	0	0		0	1		16		1		1	1	1	1	1	1	 
2		4	7179	1	12		0	0	0		0	1		16		1		1	1	1	1	1	1	 
//==
0		16	0	150	0		0	0	0		0	4		16		1		1	1	1	1	1	1	 
1		1	0	150000	0		0	0	0		0	4		16		1		1	1	1	1	1	1	 
2		4	7179	1	12		0	0	0		0	4		16		1		1	1	1	1	1	1	 
//==
0		16	0	150	0		0	0	0		0	7		16		1		1	1	1	1	1	1	 
1		1	0	200000	0		0	0	0		0	7		16		1		1	1	1	1	1	1	 
2		4	7179	1	12		0	0	0		0	7		16		1		1	1	1	1	1	1	 
//==
0		16	0	150	0		0	0	0		0	10		16		1		1	1	1	1	1	1	 
1		1	0	250000	0		0	0	0		0	10		16		1		1	1	1	1	1	1	 
2		4	7179	1	12		0	0	0		0	10		16		1		1	1	1	1	1	1	 
//==
0		16	0	150	0		0	0	0		0	13		16		1		1	1	1	1	1	1	 
1		1	0	300000	0		0	0	0		0	13		16		1		1	1	1	1	1	1	 
2		4	7179	1	12		0	0	0		0	13		16		1		1	1	1	1	1	1	 

//Gens Vanert reward
0		16	0	150	0		0	0	0		0	1		17		1		1	1	1	1	1	1	 
1		1	0	100000	0		0	0	0		0	1		17		1		1	1	1	1	1	1	 
2		4	7179	1	12		0	0	0		0	1		17		1		1	1	1	1	1	1	 
//==
0		16	0	150	0		0	0	0		0	4		17		1		1	1	1	1	1	1	 
1		1	0	150000	0		0	0	0		0	4		17		1		1	1	1	1	1	1	 
2		4	7179	1	12		0	0	0		0	4		17		1		1	1	1	1	1	1	 
//==
0		16	0	150	0		0	0	0		0	7		17		1		1	1	1	1	1	1	 
1		1	0	200000	0		0	0	0		0	7		17		1		1	1	1	1	1	1	 
2		4	7179	1	12		0	0	0		0	7		17		1		1	1	1	1	1	1	 
//==
0		16	0	150	0		0	0	0		0	10		17		1		1	1	1	1	1	1	 
1		1	0	250000	0		0	0	0		0	10		17		1		1	1	1	1	1	1	 
2		4	7179	1	12		0	0	0		0	10		17		1		1	1	1	1	1	1	 
//==
0		16	0	150	0		0	0	0		0	13		17		1		1	1	1	1	1	1	 
1		1	0	300000	0		0	0	0		0	13		17		1		1	1	1	1	1	1	 
2		4	7179	1	12		0	0	0		0	13		17		1		1	1	1	1	1	1	 

//Number	Type	Index	Quantity Level	Option1	Option2	Option3	NewOption	RequireIndex	RequireGroup	RequireState	DW	DK	FE	MG	DL	SU	
//Deruvish reward
0		4	6294	5	0		0	0	0		0	13		19		1	1	1	1	1	1	1	 
1		4	6293	5	0		0	0	0		0	13		19		1	1	1	1	1	1	1	 
2		4	6292	5	0		0	0	0		0	13		19		1	1	1	1	1	1	1	 


//Mercenary reward
0		2	0	50000	0	0	0	0	0		1		20		1		1	1	1	1	1	1	 
1		1	0	100000	0	0	0	0	0		1		20		1		1	1	1	1	1	1	 
2		4	6892	5	0	0	0	0	0		1		20		1		1	1	1	1	1	1	 


end
