0
//Year   Month   Day   DoW   Hour   Minute   Second
*        *       *     *     4      0        0
*        *       *     *     12     0        0
*        *       *     *     20     0        0
end

1
//Group   SpawnRate
1	  50
2	  50
end

2
//Index   Group   SpawnMinute
1	  1	  0
1	  2	  10
1	  3	  20
2	  1	  0
2	  2	  10
2	  3	  20
end

3
//Index   Group   Monster   Count   X      Y      TX      TY
1	  1	  39	    15	    60	   28	  132	  73
1	  1	  34	    15	    60	   28	  132	  73
1	  1	  41	    15	    60	   28	  132	  73
1	  1	  37	    15	    60	   28	  132	  73
1	  1	  40	    15	    60	   28	  132	  73
1	  1	  35	    15	    60	   28	  132	  73
1	  1	  51	    15	    60	   28	  132	  73
1	  1	  52	    15	    60	   28	  132	  73
1	  1	  48	    15	    60	   28	  132	  73
1	  1	  62	    15	    60	   28	  132	  73
1	  2	  69	    15	    60	   58	  132	  101
1	  2	  60	    15	    60	   58	  132	  101
1	  2	  71	    15	    60	   58	  132	  101
1	  2	  57	    15	    60	   58	  132	  101
1	  2	  70	    15	    60	   58	  132	  101
1	  2	  58	    15	    60	   58	  132	  101
1	  2	  61	    15	    60	   58	  132	  101
1	  2	  73	    15	    60	   58	  132	  101
1	  2	  74	    15	    60	   58	  132	  101
1	  2	  72	    15	    60	   58	  132	  101
1	  3	  49	    10	    60	   58	  132	  101
1	  3	  139	    10	    60	   58	  132	  101
1	  3	  123	    10	    60	   58	  132	  101
1	  3	  59	    10	    60	   58	  132	  101
1	  3	  74	    10	    60	   58	  132	  101
1	  3	  62	    10	    60	   58	  132	  101
1	  3	  293	    10	    60	   58	  132	  101
1	  3	  292	    10	    60	   58	  132	  101
1	  3	  291	    10	    60	   58	  132	  101
1	  3	  295	    1	    60	   58	  132	  101
2	  1	  39	    15	    60	   28	  132	  73
2	  1	  34	    15	    60	   28	  132	  73
2	  1	  41	    15	    60	   28	  132	  73
2	  1	  37	    15	    60	   28	  132	  73
2	  1	  40	    15	    60	   28	  132	  73
2	  1	  35	    15	    60	   28	  132	  73
2	  1	  51	    15	    60	   28	  132	  73
2	  1	  52	    15	    60	   28	  132	  73
2	  1	  48	    15	    60	   28	  132	  73
2	  1	  62	    15	    60	   28	  132	  73
2	  2	  294	    15	    60	   58	  132	  101
2	  2	  290	    15	    60	   58	  132	  101
2	  2	  193	    15	    60	   58	  132	  101
2	  2	  194	    15	    60	   58	  132	  101
2	  2	  192	    15	    60	   58	  132	  101
2	  2	  190	    15	    60	   58	  132	  101
2	  2	  195	    15	    60	   58	  132	  101
2	  2	  61	    15	    60	   58	  132	  101
2	  2	  73	    15	    60	   58	  132	  101
2	  2	  127	    15	    60	   58	  132	  101
2	  3	  49	    10	    60	   58	  132	  101
2	  3	  139	    10	    60	   58	  132	  101
2	  3	  123	    10	    60	   58	  132	  101
2	  3	  59	    10	    60	   58	  132	  101
2	  3	  74	    10	    60	   58	  132	  101
2	  3	  62	    10	    60	   58	  132	  101
2	  3	  293	    10	    60	   58	  132	  101
2	  3	  292	    10	    60	   58	  132	  101
2	  3	  291	    10	    60	   58	  132	  101
2	  3	  295	    1	    60	   58	  132	  101
end
