//BaseIndex   MainIndex   CoinValue   ItemIndex   ItemLevel   ItemOption1   ItemOption2   ItemOption3   ItemNewOption   ItemSetOption   ItemHarmonyOption   ItemOptionEx   ItemSocketOption1   ItemSocketOption2   ItemSocketOption3   ItemSocketOption4   ItemSocketOption5   ItemQuantity   ItemDuration
3	      3	          0	      6700	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              259200
4	      4	          0	      7243	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              259200
5	      5	          0	      7242	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              259200
6	      6	          0	      6736	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              259200
7	      7	          0	      6766	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              432000
8	      8	          0	      6767	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              432000
9	      9	          100	      6699	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
9	      10	  250	      6699	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              259200
9	      11	  500	      6699	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
9	      12	  1400	      6699	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              2592000
10	      13	  150	      6700	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
10	      14	  350	      6700	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              259200
10	      15	  700	      6700	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
10	      16	  2100	      6700	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              2592000
11	      17	  80	      6701	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
11	      18	  680	      6701	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              864000
11	      19	  1250	      6701	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              2592000
12	      20	  100	      6702	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 1              0
12	      21	  900	      6702	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 10             0
13	      22	  100	      6703	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 1              0
13	      23	  900	      6703	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 10             0
14	      24	  250	      6710	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 20             0
15	      25	  250	      6711	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 20             0
16	      26	  250	      6712	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 20             0
17	      27	  250	      6713	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 20             0
18	      28	  250	      6714	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 20             0
19	      29	  150	      6717	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 1              0
19	      30	  1350	      6717	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 10             0
20	      31	  100	      6720	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
20	      32	  500	      6720	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
20	      33	  1400	      6720	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              2592000
21	      34	  100	      6721	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
21	      35	  500	      6721	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
21	      36	  1400	      6721	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              2592000
22	      37	  100	      7221	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
22	      38	  400	      7221	  4           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
23	      39	  20	      7238	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 20             0
24	      40	  20	      7239	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 20             0
25	      41	  150	      7240	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
25	      42	  700	      7240	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
26	      43	  100	      7241	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
26	      44	  500	      7241	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
27	      45	  150	      7242	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
27	      46	  700	      7242	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
28	      47	  150	      7243	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
28	      48	  700	      7243	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
29	      49	  100	      7244	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
29	      50	  500	      7244	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
30	      51	  100	      7245	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
30	      52	  500	      7245	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
31	      53	  500	      7259	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
32	      54	  180	      7260	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
33	      55	  500	      7261	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
34	      56	  80	      7263	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
35	      57	  2000	      7264	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
36	      58	  150	      7265	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
36	      59	  700	      7265	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
37	      60	  150	      7266	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
37	      61	  700	      7266	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
38	      62	  120	      6718	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
38	      63	  600	      6718	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
39	      64	  100	      6719	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
39	      65	  500	      6719	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
40	      66	  50	      6725	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
41	      67	  40	      6726	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
42	      68	  480	      7246	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
43	      69	  480	      7247	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
44	      70	  480	      7248	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
45	      71	  480	      7249	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
46	      72	  480	      7250	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
47	      73	  80	      6704	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 1              0
47	      74	  720	      6704	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 10             0
48	      75	  50	      6737	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
49	      76	  50	      6738	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
50	      77	  100	      6749	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
50	      78	  500	      6749	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
50	      79	  1400	      6749	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              2592000
51	      80	  150	      6750	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
51	      81	  700	      6750	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
51	      82	  2100	      6750	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              2592000
52	      83	  600	      6780	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
52	      84	  1400	      6780	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              2592000
53	      85	  90	      6275	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
53	      86	  450	      6275	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
54	      87	  90	      6276	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
54	      88	  450	      6276	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
55	      89	  90	      6277	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
55	      90	  450	      6277	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
56	      91	  90	      6278	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
56	      92	  450	      6278	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
57	      93	  100	      6732	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
57	      94	  500	      6732	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
58	      95	  100	      6676	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
58	      96	  500	      6676	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
59	      97	  100	      6778	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
59	      98	  500	      6778	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
60	      99	  150	      6736	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
60	      100	  700	      6736	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
61	      101	  150	      6779	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
61	      102	  700	      6779	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
62	      103	  80	      6765	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
62	      104	  400	      6765	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
63	      105	  80	      6766	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
63	      106	  400	      6766	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
64	      107	  80	      6767	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
64	      108	  400	      6767	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
65	      109	  80	      6768	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
65	      110	  400	      6768	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
66	      111	  90	      6769	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
66	      112	  450	      6769	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
67	      113	  90	      6770	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
67	      114	  450	      6770	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
68	      115	  90	      6771	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
68	      116	  450	      6771	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
69	      117	  20	      7280	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
70	      118	  60	      7281	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
71	      119	  130	      6763	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
71	      120	  600	      6763	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
72	      121	  150	      6762	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
72	      122	  700	      6762	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
73	      123	  120	      6760	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
73	      124	  600	      6760	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
74	      125	  120	      6761	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
74	      126	  600	      6761	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
75	      127	  80	      6759	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
75	      128	  400	      6759	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
76	      129	  40	      7301	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 10             0
77	      130	  100	      6781	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 1              0
77	      131	  900	      6781	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 10             0
78	      132	  100	      6782	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 1              0
78	      133	  900	      6782	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 10             0
79	      134	  100	      6783	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 1              0
79	      135	  900	      6783	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 10             0
80	      136	  50	      6737	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
80	      137	  250	      6737	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
81	      138	  50	      6738	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
81	      139	  250	      6738	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
82	      140	  290	      6780	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              259200
83	      141	  300	      7337	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
84	      142	  300	      7259	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
85	      143	  200	      6754	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
86	      144	  200	      6753	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
87	      145	  300	      7240	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              21600
88	      146	  200	      7241	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              21600
89	      147	  40	      7262	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 10             0
90	      148	  360	      6702	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 1              0
91	      149	  360	      6703	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 1              0
92	      150	  410	      6717	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 1              0
94	      152	  700	      6700	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
95	      153	  700	      6750	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
96	      154	  80	      7260	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
97	      155	  30	      7241	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
98	      156	  600	      6780	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
99	      157	  80	      7260	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
100	      158	  80	      7260	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
101	      159	  0	      6736	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              172800
102	      160	  0	      6736	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              345600
103	      162	  0	      7280	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
104	      163	  0	      7281	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
105	      164	  0	      7238	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 20             0
106	      165	  0	      6778	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
107	      166	  0	      6736	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              259200
108	      167	  0	      7260	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
109	      168	  0	      6699	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
