0
//EventName              DropZen   ItemDropRate   ItemDropCount   SetItemDropRate   ItemDropType   Fireworks	
"Box of Kundun 1"	 1000	   100		  1		  0		    0		   0
end

1
//Section   Type   MinLevel   MaxLevel   Skill   Luck   Option   Excellent
0           0      0          0          1       1      1        1
0           3      0          0          1       1      1        1
0           13     0          0          1       1      1        1
0           9      0          0          1       1      1        1
0           12     0          0          1       1      1        1
1           3      0          0          1       1      1        1
4           2      0          0          1       1      1        1
4           4      0          0          1       1      1        1
4           10     0          0          1       1      1        1
4           13     0          0          1       1      1        1
5           1      0          0          1       1      1        1
5           4      0          0          1       1      1        1
2           8      0          0          1       1      1        1
5           14     0          0          1       1      1        1
6           4      0          0          1       1      1        1
6           6      0          0          1       1      1        1
6           7      0          0          1       1      1        1
7           5      0          0          1       1      1        1
8           5      0          0          1       1      1        1
9           5      0          0          1       1      1        1
10          5      0          0          1       1      1        1
11          5      0          0          1       1      1        1
7           9      0          0          1       1      1        1
8           9      0          0          1       1      1        1
9           9      0          0          1       1      1        1
10          9      0          0          1       1      1        1
11          9      0          0          1       1      1        1
7           2      0          0          1       1      1        1
8           2      0          0          1       1      1        1
9           2      0          0          1       1      1        1
10          2      0          0          1       1      1        1
11          2      0          0          1       1      1        1
7           7      0          0          1       1      1        1
8           7      0          0          1       1      1        1
9           7      0          0          1       1      1        1
10          7      0          0          1       1      1        1
11          7      0          0          1       1      1        1
7           10     0          0          1       1      1        1
8           10     0          0          1       1      1        1
9           10     0          0          1       1      1        1
10          10     0          0          1       1      1        1
11          10     0          0          1       1      1        1
7           13     0          0          1       1      1        1
8           13     0          0          1       1      1        1
9           13     0          0          1       1      1        1
10          13     0          0          1       1      1        1
11          13     0          0          1       1      1        1
7           39     0          0          1       1      1        1
8           39     0          0          1       1      1        1
9           39     0          0          1       1      1        1
10          39     0          0          1       1      1        1
11          39     0          0          1       1      1        1
14          19     1          1          0       0      0        0
13          18     1          1          0       0      0        0
14          28     1          1          0       0      0        0
end
