0
//EventName              DropZen   ItemDropRate   ItemDropCount   SetItemDropRate   ItemDropType   Fireworks	
"Chaos Card Mix 2"	 1000	   100		  1		  0		    0		   0
end

1
//Section   Type   MinLevel   MaxLevel   Skill   Luck   Option   Excellent
0           0      5          7          0       1      1        1
0           16     5          7          1       1      1        1
0           17     5          7          1       1      1        1
0           18     5          7          1       1      1        1
0           31     5          7          1       1      1        1
2           10     5          7          1       1      1        1
2           11     5          7          1       1      1        1
4           16     5          7          1       1      1        1
4           17     5          7          1       1      1        1
5           7      5          7          0       1      1        1
5           8      5          7          0       1      1        1
4           6      5          7          1       1      1        1
2           6      5          7          1       1      1        1
0           2      5          7          0       1      1        1
0           3      5          7          1       1      1        1
1           3      5          7          1       1      1        1
2           2      5          7          0       1      1        1
2           4      5          7          1       1      1        1
2           5      5          7          1       1      1        1
2           7      5          7          1       1      1        1
2           8      5          7          1       1      1        1
2           9      5          7          1       1      1        1
3           9      5          7          1       1      1        1
4           0      5          7          1       1      1        1
4           11     5          7          1       1      1        1
4           13     5          7          1       1      1        1
4           14     5          7          1       1      1        1
5           6      5          7          0       1      1        1
6           0      5          7          0       1      1        1
6           1      5          7          0       1      1        1
6           2      5          7          1       1      1        1
6           3      5          7          1       1      1        1
6           4      5          7          1       1      1        1
6           5      5          7          0       1      1        1
6           6      5          7          1       1      1        1
6           7      5          7          1       1      1        1
6           8      5          7          1       1      1        1
6           9      5          7          1       1      1        1
6           10     5          7          1       1      1        1
6           11     5          7          1       1      1        1
6           12     5          7          1       1      1        1
6           13     5          7          1       1      1        1
6           14     5          7          0       1      1        1
6           15     5          7          0       1      1        1
6           16     5          7          1       1      1        1
8           15     5          7          0       1      1        1
9           15     5          7          0       1      1        1
10          15     5          7          0       1      1        1
11          15     5          7          0       1      1        1
7           16     5          7          0       1      1        1
8           16     5          7          0       1      1        1
9           16     5          7          0       1      1        1
10          16     5          7          0       1      1        1
11          16     5          7          0       1      1        1
7           17     5          7          0       1      1        1
8           17     5          7          0       1      1        1
9           17     5          7          0       1      1        1
10          17     5          7          0       1      1        1
11          17     5          7          0       1      1        1
7           18     5          7          0       1      1        1
8           18     5          7          0       1      1        1
9           18     5          7          0       1      1        1
10          18     5          7          0       1      1        1
11          18     5          7          0       1      1        1
7           19     5          7          0       1      1        1
8           19     5          7          0       1      1        1
9           19     5          7          0       1      1        1
10          19     5          7          0       1      1        1
11          19     5          7          0       1      1        1
8           20     5          7          0       1      1        1
9           20     5          7          0       1      1        1
10          20     5          7          0       1      1        1
11          20     5          7          0       1      1        1
7           27     5          7          0       1      1        1
8           27     5          7          0       1      1        1
9           27     5          7          0       1      1        1
10          27     5          7          0       1      1        1
11          27     5          7          0       1      1        1
7           34     5          7          0       1      1        1
8           34     5          7          0       1      1        1
9           34     5          7          0       1      1        1
10          34     5          7          0       1      1        1
11          34     5          7          0       1      1        1
7           35     5          7          0       1      1        1
8           35     5          7          0       1      1        1
9           35     5          7          0       1      1        1
10          35     5          7          0       1      1        1
11          35     5          7          0       1      1        1
7           36     5          7          0       1      1        1
8           36     5          7          0       1      1        1
9           36     5          7          0       1      1        1
10          36     5          7          0       1      1        1
11          36     5          7          0       1      1        1
8           37     5          7          0       1      1        1
9           37     5          7          0       1      1        1
10          37     5          7          0       1      1        1
11          37     5          7          0       1      1        1
7           38     5          7          0       1      1        1
8           38     5          7          0       1      1        1
9           38     5          7          0       1      1        1
10          38     5          7          0       1      1        1
11          38     5          7          0       1      1        1
7           10     5          7          0       1      1        1
8           10     5          7          0       1      1        1
9           10     5          7          0       1      1        1
10          10     5          7          0       1      1        1
11          10     5          7          0       1      1        1
7           11     5          7          0       1      1        1
8           11     5          7          0       1      1        1
9           11     5          7          0       1      1        1
10          11     5          7          0       1      1        1
11          11     5          7          0       1      1        1
7           12     5          7          0       1      1        1
8           12     5          7          0       1      1        1
9           12     5          7          0       1      1        1
10          12     5          7          0       1      1        1
11          12     5          7          0       1      1        1
7           13     5          7          0       1      1        1
8           13     5          7          0       1      1        1
9           13     5          7          0       1      1        1
10          13     5          7          0       1      1        1
11          13     5          7          0       1      1        1
7           14     5          7          0       1      1        1
8           14     5          7          0       1      1        1
9           14     5          7          0       1      1        1
10          14     5          7          0       1      1        1
11          14     5          7          0       1      1        1
7           25     5          7          0       1      1        1
8           25     5          7          0       1      1        1
9           25     5          7          0       1      1        1
10          25     5          7          0       1      1        1
11          25     5          7          0       1      1        1
7           26     5          7          0       1      1        1
8           26     5          7          0       1      1        1
9           26     5          7          0       1      1        1
10          26     5          7          0       1      1        1
11          26     5          7          0       1      1        1
13          8      5          7          0       1      1        1
13          9      5          7          0       1      1        1
13          21     5          7          0       1      1        1
13          22     5          7          0       1      1        1
13          23     5          7          0       1      1        1
13          24     5          7          0       1      1        1
13          12     5          7          0       1      1        1
13          13     5          7          0       1      1        1
13          25     5          7          0       1      1        1
13          26     5          7          0       1      1        1
13          27     5          7          0       1      1        1
13          28     5          7          0       1      1        1
12          30     0          0          0       0      0        0
12          31     0          0          0       0      0        0
13          4      0          0          0       0      0        0
13          5      0          0          0       0      0        0
13          37     0          0          0       0      0        0
end
